"reviewText"	"summary"	"review"
"This is cheaply made, when I try to blend my foundation it leaves holes in the foundation because the sponge is not smooth so it would NOT give you that air brush finish. It took a long time to reach me, so disappointed don't be confused by the price it is not worth it."	"Waste of money"	"bad"
"I like to give my face a good exfoliation at least twice a week.  It leaves the skin feeling squeaky clean and soft after rinsing.  But I haven't found many exfoliating cleansers or microdermabrasion scrubs that really feel like they're doing much exfoliating.  This little 1.5 oz jar of aluminum oxide crystals solves my problem.  I just add a pinch of the very fine crystals to my facial cleanser and make my own scrub.The great thing about this is you control how much microdermabrasion your skin will receive by the amount of crystals you add.  And if you want to make an even more economical scrub, you can just use the crystals with regular soap, although I'd recommend a gentle facial soap like Dove or maybe Ivory.The jar is small but the crystals are mighty and a little goes a long way so I see the jar lasting me a good while.  One thing to be careful of, BTW, when using the crystals is NOT to get them in your eyes. Aluminum oxide is an irritant.  It's one thing to mildly irritate your skin, but another to irritate your poor eyes."	"Make your own microdermabrasion scrub."	"good"
"Even though I'm out of my teens, I still have problems with blemishes appearing so I'm willing to try anything to completely clear my skin. The Nature's Gate Organic Acne Treatment is a three step process of cleanser, toner and lotion. The box says for morning and night use and I've been using it everyday without a problem so it should be okay for twice a day, everyday use.I've been doing the three step process everyday for almost two weeks and I can't really see a difference in my skin. It doesn't really take care of blackheads and it has not stopped a new zit from forming on my forehead. The three step process is a bit tedious and if you do not have the patience to perform the regime, it can probably be easy to stop because you just don't feel like keeping up the process.On the plus side, it's great to find an organic product. Especially because it doesn't have any harsh or strong smells to it as some acne treatments can have. It also has cut down on my forehead getting too oily during the day which is a great thing.So even though it hasn't really made too much on my skin yet, I'm planning to keep using the product in hope that it can change my skin some. And even though it hasn't totally worked with me, doesn't mean that it can't work for some people."	"Can't see much of a difference"	"neutral"
"I have tried this on my own hair which is just past my shoulders, very fine, and even after using conditioner that gets rinsed out my hair still has a tendency to get tangled and I always use a leave in conditioner.  This didn't work well on my hair. It didn't help at all as far as getting through my wet hair with a wide tooth comb. It actually made the ends feel dry and at one point I had to check the bottle to see if I was using the leave in or if it was hairspray.  Don't get me wrong it's not sticky at all it just left my ends feeling dry and that was when my hair was still wet.  Even after I dried my hair it was definitely not a good hair day.  I tried it again but really just do not care for it. I also tried it on my daughter who also has fine hair, is only 6 yrs old, and hair down to her waist. I washed her hair and used a small amount of conditioner as usual and then tried this and it didn't help much with her tangles either. I've used others that I liked much better.  I would not purchase this again."	"Not enough for fine hair"	"bad"
"Unfortunately I am sensitive to frangrance so this product was a lifesaver. No itch and cleans very well. This is the only product I wash my hair with now. Highly recommend to those who suffer from allergies. Get it and use it, won't regret."	"MY GO TO SHAMPOO AND CONDITIONER"	"good"
"Since i was hearing and reading that orgasm nash blush was the most used and better for most skin types i wanted to try it.  It looks good with my completion (medium light skin) but needed to apply more in order to be more noticeable. But color is good.."	"Not as expected.."	"neutral"
"I bought this because I had heard so much about it. I LOVE all kinds of skin products and cosmetics, tried many and while I can say this is a decent one, I believe there are out there better ones for much less (such as Naive Aloe Facial Cleansing Foam by Kracie - 110g for less than $7). I will not buy it again"	"Overrated and overpriced"	"bad"
"Good brush, after a few years it has become less effective.  but overall a good brush for easily tangled hair."	"GOOD"	"good"
"With the reviews, I was really hoping this would work better for me.  I love the smell.  I have really oily hair (i have to wash every day), and I was hoping it would stretch me into second day...  But nope.  Also, with prolonged used, it seems to be making my scalp extremely itchy by the end of first day.  :(  I really wanted to love this, I really did."	"Was hoping for better"	"neutral"
"Smells like a restaurant bathroom, or alternatively, my grandma's house. Not a &#34;Goddess&#34; smell at all. But if you're into that, buy away."	"Odd smell"	"bad"
"Great price for a hair essential if you like braiding or doing any of the fancier 'dos you can learn of YouTube."	"Exactly what they say"	"good"
"I'm surprised by all the positive reviews because I'm really disappointed in this product. Eucerin Intensive and Professional Repair have been so great for my eczema, but I thought I'd try this because it's specifically designed for eczema.  For me, it feels like any other lotion. Maybe because it doesn't absorb well. I'll finish the bottle but I'm never buying again. I'm going back to Eucerin's repair line."	"not Eucerin's best answer to my eczema"	"neutral"
"this smells great.  however I don't see any change in cellulite...does not work...waste of money..just buy cellulite cream and skip this"	"Dont know what it does"	"bad"
"Before reviewing this, I need to clarify that I am not writing about protection while sunbathing or swimming. I do neither and have no idea what that requires. what I am writing about is weedeating and mowing with it on, and walking through vast stretches of area with nothing but a shirt and a hat and this to keep the sun off.I've never been big for this type of stuff because it has some sides, normally. There's the stuff sticking to it and the mess it makes, not to mention the smell. and bugs; there always seem to be bugs. That noted, there is a heatwave this year and the temperatures where i live have been above 105 constantly. so, i picked it up and the smell was light, but the other problems were not that bad. and no bugs. That is a huge plus.This stuff rubs in well and it does a good job, letting me brown but not bake. Before, I had burned twice from being in the sun for less than an hour, but using this allowed me to stay out there for long periods of time. I think that really says it all. I used it for lawn work, exploring, helping with cattle, all kinds of odd jobs. and it kept going. good stuff."	"I'll be getting more"	"good"
"I'm not sure it's possible to combine anti-aging with exfoliation, but this product does not do it very well.  It foams and washes my face, but does not really exfoliate that well."	"Not very exfoliating"	"neutral"
"I am a regular user of philosophy products.  Can't go wrong with philosophy.  It visibly adds a glow to your skin."	"Must buy"	"bad"
"I'm 38 years old, have always taken great care of my skin and am no stranger to a good skin care regime but, despite all my efforts, fine (and not so fine) lines kept appearing and deepening and nothing I tried worked. A friend recommended that I try some kind of topical Vitamin C product, which was something I hadn't yet done. So I did a search on Amazon and up popped this product. I was very - and I mean VERY - skeptical but it had great reviews and a good price so I thought, &#34;What the hey? I'll give it a shot&#34;. I wasn't expecting to see results for at least a month after first using it (if at all) but, to my great surprise, I started noticing a significant reduction in the depth of the lines around my mouth and on my cheeks within a week. I was stunned. I've tried all kinds of moisturizers and serums (sera?) in my lifetime and this is the first one that lives up to its claims. I'm now a total convert and will not start my day without applying the Avizage serum. Their customer service is also excellent so I'd give it a six-star review if I could. I will recommend to all my friends! A customer for life!"	"My secret little weapon ...shhhhh"	"good"
"This is an ok product that I tried for summer.  I don't know why any sunscreen product has less than 30 SPF since 15 does almost nothing for you.  It does work as a thin moisturizer under heavier sunscreen for outdoor activities.  Again, it is super thin so be careful when squeezing the product out or you could have a disaster."	"Really thin -- should be packaged in a pump bottle"	"neutral"
"I actually thought I was really going to like the pink; it seems so cute and different and girly.  But as it turns out, I really prefer my dark brown brushes, because it turns out that with the pink, it's nearly impossible to tell how much blush I've put on the brush. I've ended up looking clownish because there was just too much pink blush on my brush when I put it on my face, but there was no way to tell because of the pink color of the brush.  At least with a brown blush you can see the pink on the bristles, so you have a sense of what you're about to put on your face.Other than that, the brush is fine for the price.  It's not super-soft but not offensively scratchy, either. Mine has not fallen apart like so many others have, so I can't complain about the construction.  Other than the pink color, it's a fine choice for an inexpensive makeup brush."	"I hate the pink"	"bad"
"I have curly hair which I wear straight.  I wash hair and put in big rollers while wet and let it air dry.  It dries nice and straight.  I use this hot air brush to sometimes briefly blow out some sections or more frequently after I've washed my face or showered and before the curls take over, I blow dry the damp parts.  I've been using hot air brushes for years mostly for the bangs and two side pieces.  Can't be without it."	"Perfect for me"	"good"
"Doesnt worth the price and i stopped to used it after i did my keratin because this is not sulfatew free"	"It isnt sulfate free"	"neutral"
"when i received the package the bottle was cracked and some of the gel was spilled out. the gel isnt shinny enough and i wont be purchasing this brand again."	"ehh"	"bad"
"Dead Sea Salt Deep Hair Conditioner - for Dry or Damaged Hair - for Men and women this product has such a awesome pretty smell.  I used it tonight and my hair was soft and shiny. I would say this company get a A++++ from me they ship very fast and if you have any questions they are fast to answer  them.  Thank you for giving me the chance to review."	"Dead Sea Salt Deep Hair Conditioner - for Dry or Damaged Hair - for Men and women"	"good"
"Any product that claims to be be a 3 in one I'm leery of. Indeed, most shampoo and conditioner in one bottle I find to be inferior to a separate good shampoo and good conditioner. This product is no exception. It does have a nice fresh smell but there are better body washes, shampoos, and conditioners that are also, I think, more cost effective. I'll continue using separate body wash, facial soap, shampoo, and conditioner. Logic alone should tell most people it's unlikely a good facial soap would also be a good shampoo and/or conditioner.This product is for the guy who doesn't really want to bother with multiple products and doesn't care about having the best of any one particular type of grooming product."	"Jack of all trades master of none"	"neutral"
"these applicators are a little big but they do the trick.. they are also a little stiff and hard.. but even my powder eye shadow does go on with these..  got a mess of them..."	"does the trick"	"bad"
"I like this product since I'm unable to buy a piece of aloe vera plant. You can use this on all sorts of things. I've tried a mixture for my hair and I dab some on when I'm feeling itchy or too dry in the scalp. Love this oil."	"Health"	"good"
"It was ok, nothing i would want to keep using.My opinion, this is a sometimes soap,maybe for pampering purposes every now and then.For me, it was just not what i expected."	"Just not feeling this soap after two days of use, but its worth a try for someone else."	"neutral"
"I didn't like this sunscreen very much.  I live in the Southwest and my skin (and my baby's skin) tend to be very dry.  When I apply this, it's very thick and hard to spread around.  It ends up streaky and powdery-looking.  Not the best I've tried!"	"Too thick, hard to apply"	"bad"
"I received a sample in a &#34;goody bag&#34; and decided to purchase the full size jar. I use it 3 times a week. It keeps my skin clean and clear. It rinses off easily."	"Great product for clear skin"	"good"
"I really like the Natures Baby products. It leaves both my daughters and my hair soft and clean. I only wish they had better packaging when being mailed out. I always end up losing so much product because a cap came loose. For an item that isn't the cheapest (and with our thick hair we use a lot of product with each wash) it's a shame to have to lose so much :( We had ordered a total of 9 bottles of conditioner and 9 of shampoo and lost probably a total of 1 bottle."	"Great conditioner..."	"neutral"
"The smell is nothing special and it doesn't dry as fast as it advertises so personally I was disappointed. Won't buy again."	"Not that great"	"bad"
"Another great product from Philosophy, and like all Philosophy skin care you only need the SMALLEST amount! So this will last you forever. There is no other exfoliant out there quite like this one... feel so good on the skin, even my skin that is so very sensitive with rosacea."	"Awesome!!"	"good"
"I didn't realize how much the lemon in this would lighten my hair over time.  I only wash it every other day.  After a few months my hair was getting so much lighter people thought I was bleaching, so had to stop using it.  I'll give it a blonde friend."	"Good shampoo, but bleached my hair"	"neutral"
"I'm asian and my hair is medium in thickness.  My hair uncurls once I get to the other side of my head.  I've used other ones that were better and lasted me more than one day without any sprays.  This one might work for you if you have fine hair."	"Doesn't work"	"bad"
"I got this to do a hot oil treatment for my hair. I was glad that this did not make a ton of noise as the old hair dryer I had scared my one cat. It works easy and wish that the bonnet was smaller. I had a problem with this falling down over my eyes. I like that this can be stored in the container it came in. The heat is perfect for me and felt good on a cold winters day. If you are looking for one of these then this one should be considered."	"great for doing an oil treatment"	"good"
"This color is kind of weird on my skin tone. Too orangey maybe? I ended up using it as a base for a french mani and putting a single layer of negligee over the finished nail to mellow it out a bit. It turned out ok. I'll try it again in the summer when I'm not so pasty, in the mean time it's a color I'll have to layer."	"Weird color"	"neutral"
"I tried using this product and I just plain did'nt care for it.kinda looks like a salt & pepper/spice shaker.I usually dig Axe products, but this item is the pits, NOT RECOMMENDED!"	"just plain odd stuff"	"bad"
"I am in love with this daily moisturizer. It smells so good I wish I could use it all over. It leaves my face very soft and with a nice natural glow. My skin has actually improved since I started using it about 3 weeks ago. I will most definitely keep buying. Its awesome!"	"In love"	"good"
"I have used this product on and off over the years and I can see some smoothness or I might even say some tightness of my skin when I use the product on a regular basis.  I am not a thin girl by any stretch of the imagination so I don't expect miracles, but I can say that it does something good to my thighs, butt, lower backside love handles and under arms."	"It's not a miracle cure, but you can see results"	"neutral"
"I've had the clarisonic for about a month. I thought I would dislike it, but I don't--love it. I'm still uncomfortable about the high price of this beauty item (the retailer I purchased it from will accept returns after 30 days)and have been looking for a cheaper alternative. I thought I found it in the Pretika.Yesterday, I purchased the Pretika from TJMAXX (it was $29.99). I turned it on, right out of the box, and got excited because it seemed to have the same power as the clarisonic. I didn't use it though. I placed it on the charger for 24 hours per the directions. It gets 2 stars for easy set-up, ease of use and having the vibrating power of the clarisonic.Tonight, I used the Pretika for the first time about 10 min. ago and my face is still smarting from the experience. Like the clarisonic, the Pretika vibrates MINUS the rotation so it is very irritating to the skin. Your basically dragging a vibrating brush across your face for a minute. Ouch! I have oily acne prone skin and long-term use of the Pretika would just cause more inflammation. I will be returning this to TJMAXX tomorrow. I use the clarisonic once a day and it has never made my face feel like it was scrapped over with a vegetable peeler. I think I'm going to have to bite the bullet and just consider my expensive toy as an early Christmas gift to myself."	"Does not compare to clarisonic"	"bad"
"I did like the brushes, are so nice design, and Wood! Are perfecto for make designs in long and short nails."	"Great"	"good"
"I have been using this product for over a month and I haven't noticed any difference.  My hair is still coming out at the same rate.  Not sure if this product has made any difference or even if it could since I think this is a hormone related issue.  I am just concerned that it causes MORE shedding when I use it instead of less...."	"Jury is still out...."	"neutral"
"I have a conair dryer and this still wouldn't stay on. I tried to hold it on to at least try and get my hair dry but it go too hot and just kept falling off. This thing sucks!!"	"Doesn't stay on!"	"bad"
"So I know this towel is pretty expensive in terms of bath towels, but believe me when I say it is SO worth it! Yes, people are correct when they say it \"clings\" to your skin, but the way to use it is to blot instead of vigorously rubbing the towel against your skin. This towel will leave your body and hair fuzz-free, AND for those of you ladies with frizz-prone hair, it is WAY better than a cotton towel. I have extremely frizzy hair, with flyaways, and this towel reduces the frizz dramatically! It also reduces drying time dramatically, which is great if you like to shower right before bed, so now you don't have to wait forever for your hair to dry (if you prefer air-drying like I do). The towel is durable and yet extremely soft."	"WORTH THE PRICE!"	"good"
"This stuff is just okay. It does help smooth out wrinkles a very tiny but, but it feels very sticky and crusty."	"Works okay"	"neutral"
"I used of this when I used to have short, virgin hair. This shampoo smelled nice but it left my hair tangly and dry. On top of that, it didn't even clean even though I used a handful. Being \"natural\" is no excuse to be a crappy low-performing shampoo as I've used tons of organic sulfate-free products afterwards that worked effectively with bleached, long hair. I recommend brands such as Shea Moisture or John Master's Organics."	"Tangled my short virgin hair"	"bad"
"I usually use this brand other items, I loved this brand natural perfume.I recommend this item. I present for my favorite artist's present.But this brand items is very expensive in Japanese shop.I bought from Amazon.com, I was satisfied with getting items in reasonable."	"present for favorite artist's birthday"	"good"
"This product achieved the appearance that it advertised.  I don't like the feel on my hands.  The acrylic acid, the second most used ingredient, is irritating to my skin, scalp and has a chemical after scent.  It's important to keep acrylic acid based products away from one's eyes, but once one touches and smells this it will be instinctual to get careful."	"Achieves matte messy look but irritating"	"neutral"
"My facialist and dermatologist both recommended I discontinue using due to breakouts.  But the coverage is very smooth - you get very even skin tone and excellent color.  Bummed about the breakouts or else I would still be using this product."	"Great Coverage But I Experienced Breakouts!!"	"bad"
"Would have preferred it a bit more creamy, as it is a bit &#34;pasty&#34; feeling, but for the price, you truly cannot beat it.  I LOVE the color, as I am more into subdued lip products."	"Nice subtle color.....very soft and shimmery."	"good"
"In hopes of saving a little money, I purchased this lotion instead of FOREVER AFTER ALL DAY MOISTURIZER 22 FL OZ AUSTRALIAN GOLD. Lesson learned. The reviews for the Playboy lotion were pretty good, but after using the product for several weeks now, I'm just not impressed. It doesn't seem to moisturize quite like the Australian Gold. I have to reapply regularly, which is  frustrating. Although several people bragged about the smell, I'm not a big fan. It's a little too much for me..too perfumey. In the future, I'll just spend the extra money to stick with a product I know I love."	"I'll Stick With Something Else"	"neutral"
"Though these correction pads have some good ingredients, this product strips the skin - which can cause a rebound effect of even more oiliness.  When denatured alcohol is one of the first five ingredients (ingredients are listed by amount, with the first ingredients comprising the highest % of the product) don't buy it. I get better results from MD Alpha Beta pads. It has a LOT less alcohol in it. It's ingredients are:Ingredients: Salicylic Acid, Chamomilla Recutita Matricaria Extract, Citric Acid, Copper PCA, Disodium EDTA, Fragrance, Glycolic Acid, Camellia Sinensis Extract, Lactic Acid, Malic Acid, Polysorbate-20, Water, Alcohol Denat., Sodium Benzoate, Soy Isoflavones, Genestein, Hamamelis Virginiana, Achillea Millefolium Extract, Zinc PCA"	"Too harsh - denatured alcohol is one of the first ingredients"	"bad"
"This is a great moisturizing cream. It makes my skin feel soft and smooth. It has a light fragrance. I believe it does help minimize fine lines. Be careful not to get to close to the eyes as it will burn."	"Leaves skin soft & smooth ..."	"good"
"This Nivea shower gel regrettably left me unimpressed. Other than the generous size of the bottle, there is nothing that I particularly liked about it. I have dry and on occasion sensitive skin, and this shower gel exacerbated the condition. Immediately after drying off, the rough spots on my elbows, shins and hands were much more pronounced than before, and my skin felt uncomfortably dry and almost itchy. I had to generously apply calming and moisturizing body lotion to counter-act this. That the gel contains Blue-1 dye is a clear negative in my book - unnecessary at best, allergy-causing at worst and most likely the reason my skin acted up after using it.The advertised Frangipani scent is average and a dime a dozen. It does linger on the skin a bit and is not overpowering, so that's positive. But I will not use this again. 2.5 stars if that were possible."	"Not for sensitive, dry skin"	"neutral"
"This had great reviews so I bought several and now I realize I shouldn't have.  It didn't help my eyelashes at all.  Some products bother my eyes.  Although this did nothing for my eyelashes, it didn't hurt my eyes or eyelashes either..."	"Disappointed"	"bad"
"I don't know what the secret is but this really works ! If you follow the instruction it will save you a lot of money in the long run on your make up. It gives you a flawless look and best coverage.I am in my fifties and have had already a few compliments on how my skin looks !I followed the advise in one of the other reviews . I let the sponge dry first and clean it the next day before use. I found that it will clean a lot easier ."	"Great product !"	"good"
"Well my wife got them and the 1st thing she thought was NO DIRECTIONS? She lost a lot trying to open them.Then she didn't know if I can put them on fake nails or if the strips come off with nail polish remover.Oh well Better luck next time."	"???"	"neutral"
"This Replacement Brush Head looks like a Clarisonic Brush Head, but it doesn't act like one. I took it out of the box, inserted it into my Clarisonic, and turned it on. Buzz, Buzz, Buzz, no movement of the head, just a sound. I removed the replacement head and inserted the old head into the Clarisonic. It worked very well. No problem with the Clarisonic, only the replacement head.Lesson learned: trying to save money by purchasing a cheaper replacement head is foolhardy. The replacement does not work, money down the drain, and I will spend the money to buy a REAL Clarisonic Replacement Head.Not Recommended.  prisrob 10-22-12ADDENDUM:The seller reimbursed me fully for this product, plus shipping fee. Kudos to EZ4 Shoppings!"	"Something's Happening Here, What It Is, Is Not Entirely Clear"	"bad"
"Soft brisels, don't shed, best brushes you can find, founds this brshes on a makeup tutorial by Camila cohelo. Love them"	"Love Sigma!."	"good"
"I know there are some very long reviews about these. Here are my suggestions:1) watch the Youtube video and read other blogs/reviews on how to put them in. I had success my first time using and I think the extra research helped.2) I do feel pressure; it isn't true for me that you don't feel anything. I don't seem to have any extra cramping or discomfort other then feeling pressure in my lower, lower abdominal area though.3) I suggest taking these out in the shower if you can or follow the directions about using a medical glove so you have something to put it in to throw it away.I bought these mainly to use for intimacy during that time of the month and for that purpose these have worked great. I don't use these exclusively and still use tampons/pads as well. My partner has been thrilled with the results."	"Don't mind using these but switch it up with other products"	"neutral"
"Ok.I used a lot of shampoos but this one beats all records of useless ingredients for hair growth. Besides it makes everything that comes into contact with it super red. The skin becomes very irritated and you need to wash it off and wait half an hour until it calms down. So it is very clear the way it works. Menthol irritates the surface of your skin that makes the blood flow into you hair follicles and that stimulates the hair growth. That is as for the spray. As for the shampoo and conditioner. Mehhhh. Same story. Nothing special. I have no idea how this product got so many good reviews. Shampoo makes hair puffy and frizzy and spray irritates the skin. It goes into a trash bin. Will never buy again."	"Worst product ever. Irritates NOT sensitive skin."	"bad"
"I love these bows!They are very pretty when it is on nails- especially on top of french tip.I recommend!"	"Very pretty on nails!"	"good"
"They're average bobby pins, but not very strong. They're fine if you've lost all yours I guess, but tend to get bent out of shape easily."	"They're ok."	"neutral"
"The color (gold) is a very dark metallic unlike what is shown. It proves hard to apply, and wears off quickly. I would not purchase again."	"OK..."	"bad"
"I've been trying many anti-aging serums and creams lately - this is one of better ones - goes on very smoothly and leaves your skin feeling wonderful - I've noticed that fine lines have diminished and my skin has a more youthful glow to it!"	"... serums and creams lately - this is one of better ones - goes on very smoothly and leaves your ..."	"good"
"I've heard such great things about Proactiv so figured I would give it a try since my previous acne night cream has been discontinued.  Its a good product, it did help, but it did not totally keep blemishes at bay (it was the only thing changed in my regime that was working prior to the switch) and did not get my skin all that soft.  I found it to be middle of the road.Also, all the ingredients are not always listed in the listings so if they aren't here please note that this product contains chamomile in it.  If you have allergies like me, that's important to know.  I did notice a slight reddening in my skin that I'm guessing is from the chamomile since I am allergic to that plant."	"Not bad"	"neutral"
"I bought this because it was cheap. Well you know what they say, \"You get what you pay for.\" Worked fine for a week (basically one use). Then the bulbs started falling out and it wouldn't stay lit. Sent it back."	"Not that great"	"bad"
"I use it at night, so that I can look beautiful and young in the morning. It is not sticky at all, smell nice and absorbed well on the skin. It moisturized and hydrates well, although I use a moisturizer after applying the serum. It's affordable and you can easily buy it from amazon. The packaging is also cute.If you are looking for Hyaluronic serum, you can give this a try. I am sure you'll love it."	"Love this Serum &#9829;"	"good"
"The plate holder is good, it fits all the plate i have, the stamp is not bad, a little... cheap? you can pull off the rubber and is kinda...meh.HOWEVER, the scraper is REALLY BAD. it not only leaves a really nasty and horrible scratches on your nice plates, but it also dosent do its job at all.I would recommend to get a proper scraper cause without it there is no point having nice plates.  Though, for the price it okay because you get to have two things extra. its a shame that the scraper is horrible."	"DO NOT USE THE SCRAPER.... rest are fine."	"neutral"
"So I followed the instruction and did what they said, but after like a week of using it I got up one day started brushing my hair and I had white stuff all in my hair. I was horrified to say the least. I went in started the tub and got in and used my regular shampoo and conditioner. I scrub the heck out of my hair and soaked it. When I got out it was all gone. All I can think of is it built up. I did like they said and made sure to rinse really well afterwards, but it still built up in my hair. Also the bottle is very small for the amount of product they want you to use in your hair. 10 pumps or more is just crazy after just that week of using it, it was pretty much all gone. I had medium length hair, not real thick. I was very excited to use it, but I don't think I'll buy it again."	"Built up not that great."	"bad"
"This is a good product, I have used it for many years for the occasional blemish.  This is the first time  I have used it in a gel form and it works great!"	"Just what I wanted"	"good"
"Okay, like others have commented, you do have to work up to this strength, and I thought I had, but when I tried it for the first time, I ended up with scabs on my face for about two weeks and have been dealing with the red spots left behind. It's starting to get better now, thankfully, and I will say that although my face has some discoloration still, it is undeniably smoother. I didn't go into this blind, either. I looked up everything I could find about doing these things at home, and I didn't leave it on very long. My advice would be to think seconds, not minutes. Be careful!!"	"Think seconds, not minutes..."	"neutral"
"I bought this exact kit in BJ's wholesale for 15 dollars because they had it on sell and also had a 5 dollar off coupon. I decided to try it because Nexxus is a great brand and it's usually expensive. I have dry hair that breaks easily so it made sense to use this product. The issue to me is that the conditioner doesn't really hydrate your hair and the leave in treatment doesn't really smooth out my hair. I still get frizzies with it and my ends don't look any better. I won't be using this brand again."	"Not a fan."	"bad"
"My son is in his mid forties and has thinning hair. I have given this to him to try.I will report back at a later date after he has used it for a while."	"Bought for my son"	"good"
"This is a nice, light night cream.  It has a pleasant fragrance, that is barely noticable and fades quickly.  I like the way the cream feels when I apply it, like my skin is saying \"aahhh\".  The cream soaks in quickly and is not oily or sticky at all.I can not give it a higher rating because I did not find it to be effective at firming.  In fact it did not leave my skin as hydrated as other products I have used.  I will finish my jar, but will not repurchase.I am nearly 60 years old with fairly dry skin and I must need a need a more emollient product.  I think this one would work well for younger people."	"Nice Cream"	"neutral"
"I don't like the smell of this conditioner. It's perfumey and teeters on the edge of being overpowering. Luckily, it fades as my hair dries, otherwise I wouldn't have been able to use it more than once. I don't find it to be particularly good for my hair, or bad. It just seems to be average. It made my hair easier to detangle than if I had used no conditioner at all, but I didn't find it to be any more effective than other brand of conditioners in this price category.This conditioner works as well as any to make my hair easy to detangle when it's wet, and manageable when it's dry, but the overpowering scent makes it a no go for me."	"Too Perfumey for Me"	"bad"
"I like the bright gold color this displays off my eyes once it's dry. I have to say, it does burn for a couple seconds once applied and then it's fine when dry."	"Cute when dry"	"good"
"I didn't get the great results from the Toni & Guy Plumping Whip that I'd hoped for. For my fine hair it weighed it down more than plumped it up. I think for thicker hair it probably works much  better because there is more hair to get better volume. My hair is shoulder length as well and I bet this would have better plumping power on longer locks than mine. I love the Toni & Guy conditioner however, which is why I would think my hair type isn't the best for this product. The Toni & Guy conditioners and shampoo I've tried have worked great so I was a little surprised when using this product that it didn't give my any added boosts because normally I get great results with their products."	"This Plumping Whip Is Okay"	"neutral"
"Tried this out on a whim and for me it's just ok. It definitely has a cooling effect which is nice but it didn't add very much coverage. It was also a but cakey on my skin unlike other powder foundations. Will try a few more times but just not for me."	"Not for me..."	"bad"
"When I went to buy my first Revlon lip butter tube, I tried on a few different shades on my hand (just with the tubes that were already opened and looked like they had been tried on before. I'm not the type of person who would actually tear open a brand new one but if its already opened and looks used up a bit...why not try it out?) This Pink truffle appealed most to me and at $6.79 I thought i deserved it. I'm really glad I bought it. When i tried it on in the car, it looked awesome. Lasts a good hour or two on me but that's no big deal. It literally takes about 5 seconds to reapply.Bottom line: I really liked this color. Feels great. I plan on buying at least another color or two soon. ;)"	"I plan on buying a few more colors"	"good"
"Nice array of colors. A little sticky on the eye. Not a long lasting liner so it is okay like a dollar store item."	"Jen's Review"	"neutral"
"it is too shiny, not as full as it is pictured (not even close to) and it is useless for me, if i was seeing this product in a store even at this low price (1.12$), I would not buy it. I gave it 2 stars just to be fair about a product at such a low price."	"I did not like it"	"bad"
"I really like this hair brush. It goes through thick hair easily. I would recommend this brush for all ages."	"very nice"	"good"
"Even the lightest shade is too dark for me. I bought this to use for highlighting and contouring but I can only use it for contouring because... well... I can't highlight with a color that's darker than my skintone.If you have a pale/fair/light skintone, I wouldn't recommend this pallete."	"Probably better on darker skin"	"neutral"
"This was crap. It smelled really nice but that's about it. Maybe it just didn't work for my hair type. If you have thick relaxed African American hair, or you're a natural with low porosity I would not recommend it at all. I think my hair just needs sulfates because this really just sat on top of my hair and I dont feel like it got clean enough."	"Not for me!"	"bad"
"This is one of the best things invented lately. Spray on damp or dry hair and let soak in for at least five minutes. Brush or comb starting at the ends.  Leaves hair easy to manage and doesn't build up over several days use. Especially useful if the munchkin has curly , thick hair."	"\"Mom, you're snatching me bald!\""	"good"
"I purchased several sets of these in a variety of sizes. I have two needs:1. Vanity top storage: protection from dust and grit.2. Travel: protection from smooshing.I think I will just go with a watercolor brush holder in the future. Brush & Tool Holder up to 15\".Might try on a couple of my watercolor brushes. Have not yet.I don't use to dry brushes after washing, with one exception. Larger brushes would take too long to dry and could develop mildew or otherwise damage ferule, glue, etc. Dry brushes on their side. If you have a way to hang them upside down (I don't) then you can do that. I like hanging them over the edge of the table if possible.Vanity top storagePRO:works well. I live in a desert with high winds and keeping surfaces clean is, well, impossible. Obviously the very tips will still get grit and dust, but there is less over-all exposure. CON: no  more pretty display of brushes and harder to tell which one to grab. 4 starsTravelPRO, most traveled well. 4 stars. MAJOR CON: But the ones I packed in a zip pocket, with space for a things to move around, allowed the cover to push back against the brush hairs and deform my expensive brushes. I had to wash and reshape them by hand and the hairs were very reluctant to be re-shaped. It may have broken the hairs. The ones in individual brush pockets in my make up bag did fine, but they would have anyway. THIS IS THE POINT OF THE PRODUCT AND IT DOES NOT MEET ITS PURPOSE. 1 star. (zero stars.)OtherBrushes will dry correctly when shaped by hand or even just tapped out. Once dry or nearly so, these performed very well on re-shaping a very old, large, fluffy, high capacity, high quality water color brush that I use to dust off any loose powder, blusher, shadow as a last step after a full make-up job. Not for blending. It is looking lovely, tho I am sure it will return to it's former state once used a few times. It was dry when I put it in and left it for two weeks. 4 stars for shaping up an old brush.  If it stays shaped up for six months, then it would be 5 stars, don't know yet.(I used to use my older brushes for travel and my newer ones for home, but now traveling alot and missed my brushes. That YouTube star, David Goss Makeup Artist, has ruined me on brushes! Now must have nothing but the best.)My recommendation is to get a watercolor brush carrier, the folding kind, like the Alvin Prestige Brush & Tool Holder  Brush & Tool Holder up to 15\". They pack flat, but don't store wet brushes in them, except for very short time (from studio to home).Based on my experience with watercolor brushes,  don't use a canvas or bamboo holder to roll brushes together against each other, but keep each one separate.Feel free to ask a question. Love to hear if they solved a problem for you. This stuff costs the company that packages them about a buck for miles of this tubing, which they cut, label, package and ship. But the industrial versions I see wholesale are much larger, haven't found a source for smaller diameters."	"Helpful for some things, exercise care for others."	"neutral"
